tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
010,00000000,01522685,00078982,010,00711377,00052390,00015573,001024,000,001,00000128,00763739,01,0000016084993868,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01523939,00089354,010,00712915,00052048,00015142,001024,000,001,00000128,00764927,01,0000016588979267,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01526714,00080092,010,00714273,00052528,00015368,001024,000,001,00000128,00766770,01,0000016699244051,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01527306,00072572,010,00714403,00052807,00015580,001024,000,001,00000128,00767178,01,0000017041543072,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01525754,00203869,010,00713444,00052459,00015482,001024,000,001,00000128,00765871,01,0000016694744021,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01468863,00079638,010,00687563,00050010,00014590,001024,000,001,00000128,00737547,01,0000004022783617,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,01039808,01200309,010,00184031,00338390,00009446,001024,000,000,00000008,00522355,01,0000011608883410,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,01042639,00910841,010,00184257,00339009,00009300,001024,000,000,00000008,00523188,01,0000011491767770,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,01043836,00877324,010,00184194,00339451,00009305,001024,000,000,00000008,00523558,01,0000011494751774,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,01043087,01015618,010,00184601,00339405,00009225,001024,000,000,00000008,00523929,01,0000011634654429,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,01040327,01013397,010,00184148,00339673,00009252,001024,000,000,00000008,00523744,01,0000011460820752,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,01042441,00902103,010,00183885,00338995,00009294,001024,000,000,00000008,00522778,01,0000011604479108,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,01043253,01358144,010,00183942,00340185,00009361,001024,000,000,00000008,00524025,01,0000011657153291,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,01045954,01092272,010,00184003,00340952,00009324,001024,000,000,00000008,00524885,01,0000011486715754,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,01047338,00000000,010,00184897,00340743,00009403,001024,000,000,00000008,00525552,01,0000011435879335,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,01039341,00000000,010,00183596,00338654,00009180,001024,000,000,00000008,00522183,01,0000011663275669,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,01045552,00000000,010,00184884,00340223,00009413,001024,000,000,00000008,00525025,01,0000011589423965,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01046415,00000000,010,00184835,00341126,00009488,001024,000,000,00000008,00525870,01,0000011520981099,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01044409,00000000,010,00184639,00341227,00009395,001024,000,000,00000008,00525785,01,0000011431483069,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01045614,00000000,010,00185189,00340304,00009398,001024,000,000,00000008,00525422,01,0000011577479567,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,00996075,00000000,010,00175312,00325053,00008718,001024,000,000,00000008,00500287,01,0000002253052912,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01055419,00000000,010,00187175,00344318,00009422,001024,000,000,00000008,00531422,01,0000011340962301,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,01045103,01021494,010,00183706,00341549,00009344,001024,000,001,00000008,00525185,01,0000011660256232,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,01048700,01079416,010,00184881,00342125,00009344,001024,000,001,00000008,00526932,01,0000011466501019,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,01047603,00876515,010,00184635,00341811,00009370,001024,000,001,00000008,00526361,01,0000011632886055,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,01050058,01342544,010,00185031,00342643,00009562,001024,000,001,00000008,00527595,01,0000011618966737,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,01049085,01096805,010,00184970,00341739,00009628,001024,000,001,00000008,00526622,01,0000011470508652,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,01047153,00896572,010,00185575,00340714,00009476,001024,000,001,00000008,00526216,01,0000011581663740,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,01049346,01006192,010,00185222,00341471,00009382,001024,000,001,00000008,00526622,01,0000011499007679,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,01043697,01090040,010,00183908,00340640,00009483,001024,000,001,00000008,00524470,01,0000011672880058,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,01048433,00000000,010,00185195,00341765,00009401,001024,000,001,00000008,00526856,01,0000011663139978,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,01049719,00000000,010,00185606,00341852,00009490,001024,000,001,00000008,00527372,01,0000011602467122,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,01049482,00000000,010,00184731,00342689,00009497,001024,000,001,00000008,00527348,01,0000011469972723,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01048823,00000000,010,00184649,00342472,00009562,001024,000,001,00000008,00527023,01,0000011581701403,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01050668,00000000,010,00185660,00342338,00009637,001024,000,001,00000008,00527933,01,0000011508705372,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01048258,00000000,010,00185683,00341202,00009300,001024,000,001,00000008,00526801,01,0000011671674392,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01002033,00000000,010,00176762,00326788,00009191,001024,000,001,00000008,00503469,01,0000002403366399,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01060583,00000000,010,00187310,00345553,00009585,001024,000,001,00000008,00532773,01,0000011349797773,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,00282219,00001919,010,00139952,00001317,00001039,001024,001,000,00001024,00141269,01,0000015387307980,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00282208,00001260,010,00140259,00001229,00000959,001024,001,000,00001024,00141488,01,0000015410522248,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00282260,00001464,010,00139726,00001292,00000999,001024,001,000,00001024,00141018,01,0000015384942981,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00281936,00001635,010,00140536,00001361,00001075,001024,001,000,00001024,00141897,01,0000015008024091,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00281886,00006195,010,00140451,00001310,00001003,001024,001,000,00001024,00141761,01,0000015546847230,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00281948,00001238,010,00140082,00001286,00001007,001024,001,000,00001024,00141368,01,0000015423056353,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00281575,00001565,010,00139845,00001282,00001015,001024,001,000,00001024,00141127,01,0000015477734548,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00281968,00002112,010,00140395,00001304,00001010,001024,001,000,00001024,00141699,01,0000015401848810,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00282031,00001849,010,00140510,00001349,00001049,001024,001,000,00001024,00141859,01,0000015394898322,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00282079,00001444,010,00140513,00001328,00001034,001024,001,000,00001024,00141841,01,0000015385221321,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00281694,00001741,010,00139900,00001358,00001052,001024,001,000,00001024,00141258,01,0000015446139592,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00282133,00001856,010,00139698,00001385,00001055,001024,001,000,00001024,00141083,01,0000015409833444,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00282065,00002135,010,00140507,00001299,00001004,001024,001,000,00001024,00141806,01,0000015757140434,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00282138,00012174,010,00140192,00001322,00001035,001024,001,000,00001024,00141514,01,0000015476002671,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00282067,00002208,010,00140274,00001237,00000945,001024,001,000,00001024,00141510,01,0000015407489265,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00282976,00002359,010,00140706,00001297,00001000,001024,001,000,00001024,00142003,01,0000015511064624,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00281928,00001560,010,00139883,00001356,00001043,001024,001,001,00001024,00141239,01,0000015708484135,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00281699,00003025,010,00140453,00001386,00001041,001024,001,001,00001024,00141839,01,0000015419851133,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00281973,00002562,010,00139794,00001323,00000985,001024,001,001,00001024,00141117,01,0000015505695654,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00281906,00001461,010,00140079,00001267,00000977,001024,001,001,00001024,00141346,01,0000014814690458,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00281772,00005974,010,00140380,00001299,00000993,001024,001,001,00001024,00141679,01,0000015434971296,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00281871,00001269,010,00139816,00001363,00001052,001024,001,001,00001024,00141179,01,0000015445999953,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00281609,00001488,010,00140378,00001340,00000995,001024,001,001,00001024,00141718,01,0000015445491738,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00281650,00001455,010,00139972,00001352,00001024,001024,001,001,00001024,00141324,01,0000015557223914,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00282104,00001806,010,00140285,00001274,00000975,001024,001,001,00001024,00141559,01,0000015398062459,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00282050,00001735,010,00140074,00001363,00001051,001024,001,001,00001024,00141437,01,0000015675701894,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00281975,00001666,010,00140569,00001353,00001028,001024,001,001,00001024,00141922,01,0000015387686200,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00282191,00001656,010,00139833,00001354,00001008,001024,001,001,00001024,00141186,01,0000015417831076,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00282235,00002279,010,00139924,00001316,00000986,001024,001,001,00001024,00141240,01,0000015499095609,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00282106,00001649,010,00140257,00001335,00001018,001024,001,001,00001024,00141592,01,0000015461966593,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00282080,00001923,010,00140093,00001358,00001051,001024,001,001,00001024,00141450,01,0000015404142816,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00281936,00002200,010,00139813,00001376,00001028,001024,001,001,00001024,00141187,01,0000015452925600,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00281588,00015728,010,00138111,00003285,00001041,001024,001,000,00000128,00141395,01,0000015547098261,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00281665,00012873,010,00137876,00003172,00000985,001024,001,000,00000128,00141046,01,0000015505102903,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00281674,00015210,010,00137997,00003258,00000952,001024,001,000,00000128,00141255,01,0000015377223249,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00281750,00014451,010,00137805,00003190,00001018,001024,001,000,00000128,00140994,01,0000015399272887,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00281793,00019072,010,00137529,00003211,00000994,001024,001,000,00000128,00140739,01,0000015398134282,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00281478,00016741,010,00138112,00003273,00001031,001024,001,000,00000128,00141385,01,0000015392977381,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00281650,00014650,010,00138135,00003211,00001005,001024,001,000,00000128,00141345,01,0000015372327289,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00281496,00017837,010,00138346,00003207,00000975,001024,001,000,00000128,00141552,01,0000015477428616,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00281732,00014005,010,00137494,00003187,00001049,001024,001,000,00000128,00140681,01,0000015410267041,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00281669,00022056,010,00138325,00003167,00001002,001024,001,000,00000128,00141492,01,0000015496551306,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00281566,00012989,010,00138017,00003283,00001000,001024,001,000,00000128,00141299,01,0000015378438899,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00281781,00024658,010,00138232,00003295,00001012,001024,001,000,00000128,00141527,01,0000015368560130,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00281489,00014681,010,00138031,00003331,00001078,001024,001,000,00000128,00141357,01,0000015409702643,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00281678,00015679,010,00137736,00003222,00001039,001024,001,000,00000128,00140957,01,0000015418256343,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00281622,00013837,010,00137910,00003264,00001018,001024,001,000,00000128,00141174,01,0000015377906704,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00282410,00012710,010,00138635,00003204,00001003,001024,001,000,00000128,00141838,01,0000015564057038,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00281684,00017830,010,00138074,00003288,00001018,001024,001,001,00000128,00141361,01,0000015693598018,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00281653,00018311,010,00137909,00003290,00001034,001024,001,001,00000128,00141199,01,0000015445365350,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00281750,00019185,010,00138026,00003324,00001037,001024,001,001,00000128,00141350,01,0000015549512600,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00281556,00013289,010,00138010,00003337,00001022,001024,001,001,00000128,00141347,01,0000015417776225,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00281741,00026402,010,00138065,00003144,00001014,001024,001,001,00000128,00141209,01,0000015416599043,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00281514,00013909,010,00138229,00003147,00000942,001024,001,001,00000128,00141375,01,0000015414367626,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00281123,00012831,010,00138033,00003321,00001002,001024,001,001,00000128,00141353,01,0000015441718013,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00281236,00016407,010,00138066,00003182,00001007,001024,001,001,00000128,00141247,01,0000015448415524,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00281687,00016704,010,00137950,00003217,00000973,001024,001,001,00000128,00141166,01,0000015578281422,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00281505,00013385,010,00137917,00003363,00001051,001024,001,001,00000128,00141280,01,0000015523975029,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00281688,00073779,010,00138158,00003267,00000986,001024,001,001,00000128,00141425,01,0000015489468585,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00281305,00018686,010,00137673,00003333,00001013,001024,001,001,00000128,00141005,01,0000015422089938,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00281975,00022857,010,00138049,00003260,00001005,001024,001,001,00000128,00141309,01,0000015412614326,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00281742,00018638,010,00137980,00003266,00001008,001024,001,001,00000128,00141243,01,0000015403799800,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00281885,00014760,010,00137976,00003369,00001050,001024,001,001,00000128,00141342,01,0000014568905983,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00282569,00013594,010,00138404,00003255,00001018,001024,001,001,00000128,00141655,01,0000015345234086,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00275927,00268346,010,00099806,00038665,00001048,001024,001,000,00000008,00138457,01,0000015257513305,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00276199,00248459,010,00100006,00038342,00001070,001024,001,000,00000008,00138341,01,0000015101778142,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00276191,00255983,010,00099582,00038429,00001050,001024,001,000,00000008,00138004,01,0000014967737103,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00276229,00312362,010,00100139,00038185,00001045,001024,001,000,00000008,00138315,01,0000015052293173,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00275855,00288030,010,00099604,00038946,00001029,001024,001,000,00000008,00138539,01,0000014980224575,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00275997,00231280,010,00100298,00038420,00000986,001024,001,000,00000008,00138708,01,0000014990723870,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00275801,00249907,010,00099382,00038592,00001046,001024,001,000,00000008,00137966,01,0000015353135933,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00276198,00363332,010,00100309,00038637,00001059,001024,001,000,00000008,00138940,01,0000015129382912,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00276310,00000000,010,00100436,00038488,00001103,001024,001,000,00000008,00138917,01,0000014954293220,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00276341,00000000,010,00100417,00038346,00001048,001024,001,000,00000008,00138755,01,0000014949216786,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00276253,00000000,010,00100396,00038500,00001111,001024,001,000,00000008,00138883,01,0000014935416766,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00276439,00000000,010,00099908,00038513,00001093,001024,001,000,00000008,00138412,01,0000015010775017,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00276293,00000000,010,00100299,00038782,00001084,001024,001,000,00000008,00139072,01,0000015079791709,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00276390,00000000,010,00100168,00038738,00001077,001024,001,000,00000008,00138893,01,0000014924897357,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00276472,00000000,010,00099566,00038626,00001076,001024,001,000,00000008,00138183,01,0000015006612146,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00276762,00000000,010,00100557,00038765,00001137,001024,001,000,00000008,00139314,01,0000015070548694,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00276022,00401918,010,00099259,00039118,00001020,001024,001,001,00000008,00138365,01,0000015274978416,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00275880,00277100,010,00099580,00039101,00001078,001024,001,001,00000008,00138671,01,0000015244238396,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00276163,00245340,010,00099144,00039141,00001089,001024,001,001,00000008,00138274,01,0000014998808722,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00276202,00310354,010,00099325,00038676,00001078,001024,001,001,00000008,00137989,01,0000015008020922,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00275667,00273667,010,00098904,00038863,00001071,001024,001,001,00000008,00137753,01,0000015045985577,00000000,00000000,002,001,016,016,0,0.99,050
