tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
000,00000000,01342986,00065819,010,00628414,00045904,00000000,001024,000,001,00000128,00674317,01,0000016489971431,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,01346833,00062567,010,00630323,00046456,00000000,001024,000,001,00000128,00676776,01,0000016693423306,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,01345754,00061393,010,00629711,00046217,00000000,001024,000,001,00000128,00675925,01,0000015865214570,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,01344684,00084639,010,00629249,00046120,00000000,001024,000,001,00000128,00675366,01,0000016597459610,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,01345310,00080266,010,00629274,00046138,00000000,001024,000,001,00000128,00675411,01,0000015905357252,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,01345489,00069121,010,00629604,00046190,00000000,001024,000,001,00000128,00675790,01,0000016242064357,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,01333300,00084432,010,00623451,00046193,00000000,001024,000,001,00000128,00669641,01,0000016673493787,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,01337384,00076288,010,00626064,00045983,00000000,001024,000,001,00000128,00672042,01,0000016637249960,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,01339934,00060371,010,00627262,00045871,00000000,001024,000,001,00000128,00673131,01,0000016778174055,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,01334253,00059106,010,00624572,00045829,00000000,001024,000,001,00000128,00670395,01,0000016079041555,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,01338245,00077531,010,00626434,00046101,00000000,001024,000,001,00000128,00672527,01,0000016746721955,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01338046,00088884,010,00625638,00046479,00000000,001024,000,001,00000128,00672113,01,0000015992735184,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01338209,00061920,010,00626476,00045975,00000000,001024,000,001,00000128,00672448,01,0000015799511362,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01339815,00074808,010,00627169,00046215,00000000,001024,000,001,00000128,00673384,01,0000016863770158,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01336004,00062030,010,00624757,00046281,00000000,001024,000,001,00000128,00671036,01,0000016450263131,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01278271,00120894,010,00597676,00043946,00000000,001024,000,001,00000128,00641621,01,0000004018754380,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,00956979,00957596,010,00189633,00291285,00000000,001024,000,000,00000008,00480909,01,0000009748076581,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,00956559,00800464,010,00188925,00291701,00000000,001024,000,000,00000008,00480617,01,0000010263155893,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,00957360,00895714,010,00190339,00290995,00000000,001024,000,000,00000008,00481323,01,0000010267397032,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,00957348,00931801,010,00188907,00291593,00000000,001024,000,000,00000008,00480491,01,0000010123908338,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,00957002,00928701,010,00188942,00290983,00000000,001024,000,000,00000008,00479915,01,0000010168477160,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,00956951,00896007,010,00189869,00291881,00000000,001024,000,000,00000008,00481740,01,0000010268881230,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,00957757,00751620,010,00189883,00291614,00000000,001024,000,000,00000008,00481486,01,0000010127677167,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,00957486,01521059,010,00189569,00291323,00000000,001024,000,000,00000008,00480878,01,0000010287427246,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,00959294,00000000,010,00190306,00291597,00000000,001024,000,000,00000008,00481890,01,0000010225798725,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,00953732,00000000,010,00188871,00290552,00000000,001024,000,000,00000008,00479413,01,0000010255762439,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,00958999,00000000,010,00191059,00290704,00000000,001024,000,000,00000008,00481751,01,0000010304685514,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,00958813,00000000,010,00189974,00291657,00000000,001024,000,000,00000008,00481618,01,0000010156645802,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,00957466,00000000,010,00189701,00291691,00000000,001024,000,000,00000008,00481379,01,0000010325845816,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,00922237,00000000,010,00182471,00281268,00000000,001024,000,000,00000008,00463723,01,0000002326199822,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,00959512,00000000,010,00190419,00292007,00000000,001024,000,000,00000008,00482416,01,0000010149687820,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,00961057,00000000,010,00190438,00292984,00000000,001024,000,000,00000008,00483413,01,0000010215506145,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,01034880,01247573,010,00188043,00331282,00000000,001024,000,001,00000008,00519312,01,0000010690733578,00000000,00000000,001,001,016,016,1,0.99,050
001,00000000,01032829,00916170,010,00188340,00332393,00000000,001024,000,001,00000008,00520718,01,0000010511431164,00000000,00000000,001,001,016,016,1,0.99,050
002,00000000,01035533,00878815,010,00188519,00332336,00000000,001024,000,001,00000008,00520848,01,0000010471488701,00000000,00000000,001,001,016,016,1,0.99,050
003,00000000,01034000,01050569,010,00188272,00333213,00000000,001024,000,001,00000008,00521478,01,0000010415093413,00000000,00000000,001,001,016,016,1,0.99,050
004,00000000,01033326,01110601,010,00188699,00332380,00000000,001024,000,001,00000008,00521063,01,0000010456585248,00000000,00000000,001,001,016,016,1,0.99,050
005,00000000,01036116,00906019,010,00188326,00332107,00000000,001024,000,001,00000008,00520422,01,0000010871237837,00000000,00000000,001,001,016,016,1,0.99,050
006,00000000,01035405,01305081,010,00188059,00332668,00000000,001024,000,001,00000008,00520714,01,0000010494843324,00000000,00000000,001,001,016,016,1,0.99,050
007,00000000,01038074,00901449,010,00188911,00332521,00000000,001024,000,001,00000008,00521425,01,0000010923752642,00000000,00000000,001,001,016,016,1,0.99,050
008,00000000,01037203,00000000,010,00188787,00332284,00000000,001024,000,001,00000008,00521057,01,0000010823418315,00000000,00000000,001,001,016,016,1,0.99,050
009,00000000,01039502,00000000,010,00189040,00332868,00000000,001024,000,001,00000008,00521894,01,0000010633830970,00000000,00000000,001,001,016,016,1,0.99,050
010,00000000,01036164,00000000,010,00188703,00331758,00000000,001024,000,001,00000008,00520444,01,0000010534396620,00000000,00000000,001,001,016,016,1,0.99,050
011,00000000,01033062,00000000,010,00188481,00331827,00000000,001024,000,001,00000008,00520297,01,0000010677966281,00000000,00000000,001,001,016,016,1,0.99,050
012,00000000,01034854,00000000,010,00187643,00331558,00000000,001024,000,001,00000008,00519195,01,0000010636276926,00000000,00000000,001,001,016,016,1,0.99,050
013,00000000,01036120,00000000,010,00188825,00333125,00000000,001024,000,001,00000008,00521936,01,0000010473745517,00000000,00000000,001,001,016,016,1,0.99,050
014,00000000,01037699,00000000,010,00188391,00332244,00000000,001024,000,001,00000008,00520623,01,0000010591288321,00000000,00000000,001,001,016,016,1,0.99,050
015,00000000,01002351,00000000,010,00182761,00322104,00000000,001024,000,001,00000008,00504851,01,0000002563106692,00000000,00000000,001,001,016,016,1,0.99,050
000,00000000,00272574,00001365,010,00135315,00001250,00000000,001024,001,000,00001024,00136565,01,0000014900938126,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00272430,00001942,010,00135414,00001295,00000000,001024,001,000,00001024,00136709,01,0000014974901924,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00272212,00001278,010,00135190,00001370,00000000,001024,001,000,00001024,00136560,01,0000015004948676,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00272516,00001536,010,00135395,00001310,00000000,001024,001,000,00001024,00136705,01,0000015282009609,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00272609,00005776,010,00134774,00001281,00000000,001024,001,000,00001024,00136055,01,0000015085315137,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00272660,00001635,010,00134916,00001306,00000000,001024,001,000,00001024,00136222,01,0000014975196503,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00272254,00001574,010,00135632,00001248,00000000,001024,001,000,00001024,00136880,01,0000015357040566,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00272188,00001439,010,00135802,00001332,00000000,001024,001,000,00001024,00137134,01,0000015327957215,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00272331,00002937,010,00135944,00001269,00000000,001024,001,000,00001024,00137213,01,0000015314997249,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00272290,00019141,010,00135427,00001329,00000000,001024,001,000,00001024,00136756,01,0000015371440302,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00272535,00001672,010,00135163,00001315,00000000,001024,001,000,00001024,00136478,01,0000013485296539,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00272557,00001443,010,00135078,00001425,00000000,001024,001,000,00001024,00136503,01,0000015322513429,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00272494,00001770,010,00135729,00001323,00000000,001024,001,000,00001024,00137052,01,0000014959783306,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00272641,00001974,010,00135331,00001331,00000000,001024,001,000,00001024,00136662,01,0000014958998936,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00272898,00001927,010,00134955,00001273,00000000,001024,001,000,00001024,00136228,01,0000014962525514,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00271996,00001794,010,00135650,00001333,00000000,001024,001,000,00001024,00136983,01,0000015357350688,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00272560,00001678,010,00135273,00001373,00000000,001024,001,001,00001024,00136646,01,0000014929039652,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00272268,00003657,010,00135007,00001241,00000000,001024,001,001,00001024,00136248,01,0000015298007505,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00272735,00001321,010,00135295,00001329,00000000,001024,001,001,00001024,00136624,01,0000014154484247,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00272798,00002008,010,00135151,00001345,00000000,001024,001,001,00001024,00136496,01,0000014986018113,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00272620,00005947,010,00135485,00001297,00000000,001024,001,001,00001024,00136782,01,0000015337000635,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00272290,00001110,010,00135821,00001216,00000000,001024,001,001,00001024,00137037,01,0000015055814133,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00272468,00001431,010,00135543,00001271,00000000,001024,001,001,00001024,00136814,01,0000015350436601,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00272567,00001507,010,00135145,00001311,00000000,001024,001,001,00001024,00136456,01,0000014980809789,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00272267,00001377,010,00135786,00001299,00000000,001024,001,001,00001024,00137085,01,0000015324870594,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00272472,00001683,010,00135206,00001308,00000000,001024,001,001,00001024,00136514,01,0000015229991418,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00272536,00001611,010,00135161,00001296,00000000,001024,001,001,00001024,00136457,01,0000015324063171,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00272472,00001619,010,00135196,00001311,00000000,001024,001,001,00001024,00136507,01,0000014981527372,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00272773,00001924,010,00134937,00001301,00000000,001024,001,001,00001024,00136238,01,0000015319655444,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00272699,00001495,010,00135133,00001316,00000000,001024,001,001,00001024,00136449,01,0000015325033938,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00272346,00001709,010,00135636,00001312,00000000,001024,001,001,00001024,00136948,01,0000015123270675,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00272010,00001839,010,00135131,00001321,00000000,001024,001,001,00001024,00136452,01,0000014827013828,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00271857,00021774,010,00133286,00003418,00000000,001024,001,000,00000128,00136704,01,0000014967029257,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00271471,00013419,010,00133031,00003302,00000000,001024,001,000,00000128,00136333,01,0000015373125001,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00272150,00019051,010,00133406,00003307,00000000,001024,001,000,00000128,00136713,01,0000015325037491,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00272240,00013927,010,00133110,00003310,00000000,001024,001,000,00000128,00136420,01,0000014973336473,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00272066,00016680,010,00133436,00003280,00000000,001024,001,000,00000128,00136716,01,0000015205792332,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00271936,00013466,010,00133196,00003311,00000000,001024,001,000,00000128,00136507,01,0000015331580222,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00272280,00013326,010,00132735,00003329,00000000,001024,001,000,00000128,00136064,01,0000015296555949,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00271871,00022994,010,00132972,00003365,00000000,001024,001,000,00000128,00136337,01,0000015352749410,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00272415,00012781,010,00132915,00003199,00000000,001024,001,000,00000128,00136114,01,0000014950060819,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00272322,00011716,010,00133294,00003271,00000000,001024,001,000,00000128,00136565,01,0000015125933146,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00272221,00013627,010,00133470,00003255,00000000,001024,001,000,00000128,00136725,01,0000015291881001,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00272289,00074101,010,00133450,00003339,00000000,001024,001,000,00000128,00136789,01,0000015293062532,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00272290,00013802,010,00133245,00003241,00000000,001024,001,000,00000128,00136486,01,0000015300308251,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00272388,00013894,010,00132754,00003400,00000000,001024,001,000,00000128,00136154,01,0000015302017426,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00272110,00013214,010,00133407,00003295,00000000,001024,001,000,00000128,00136702,01,0000014956604075,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00271834,00014238,010,00133221,00003244,00000000,001024,001,000,00000128,00136465,01,0000013771232827,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00272071,00032274,010,00133671,00003189,00000000,001024,001,001,00000128,00136860,01,0000014912996562,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00272097,00013241,010,00133365,00003157,00000000,001024,001,001,00000128,00136522,01,0000014985686904,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00271414,00013076,010,00133080,00003160,00000000,001024,001,001,00000128,00136240,01,0000015371861709,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00272067,00014524,010,00133486,00003114,00000000,001024,001,001,00000128,00136600,01,0000014981269421,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00272108,00028793,010,00133545,00003156,00000000,001024,001,001,00000128,00136701,01,0000014980018322,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00271969,00011773,010,00133503,00003097,00000000,001024,001,001,00000128,00136600,01,0000015341658329,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00272064,00015143,010,00133157,00003127,00000000,001024,001,001,00000128,00136284,01,0000014967752209,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00271951,00019019,010,00133355,00003232,00000000,001024,001,001,00000128,00136587,01,0000015217362549,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00272122,00012561,010,00133293,00003168,00000000,001024,001,001,00000128,00136461,01,0000015307689341,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00272050,00012444,010,00133474,00003213,00000000,001024,001,001,00000128,00136687,01,0000015335663644,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00272126,00015906,010,00133553,00003099,00000000,001024,001,001,00000128,00136652,01,0000015251035972,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00272187,00018668,010,00133541,00003215,00000000,001024,001,001,00000128,00136756,01,0000015297890659,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00271851,00013474,010,00133681,00003132,00000000,001024,001,001,00000128,00136813,01,0000015353621128,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00272269,00014840,010,00133147,00003175,00000000,001024,001,001,00000128,00136322,01,0000015309641715,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00272240,00015147,010,00133590,00003181,00000000,001024,001,001,00000128,00136771,01,0000015299409860,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00271405,00012981,010,00133041,00003268,00000000,001024,001,001,00000128,00136309,01,0000015357048936,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00266986,00245520,010,00096820,00036962,00000000,001024,001,000,00000008,00133782,01,0000014182380707,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00266993,00256661,010,00096758,00037036,00000000,001024,001,000,00000008,00133794,01,0000014465200971,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00266905,00339563,010,00096712,00037121,00000000,001024,001,000,00000008,00133833,01,0000014242780900,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00266920,00314957,010,00096834,00037184,00000000,001024,001,000,00000008,00134018,01,0000014579928950,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00266699,00299893,010,00097165,00036887,00000000,001024,001,000,00000008,00134052,01,0000014590887986,00000000,00000000,002,001,016,016,0,0.99,050
005,00000000,00266614,00222808,010,00096857,00037041,00000000,001024,001,000,00000008,00133898,01,0000014254480113,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00266763,00234427,010,00097150,00036748,00000000,001024,001,000,00000008,00133898,01,0000014610358687,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00266379,00227121,010,00096638,00037250,00000000,001024,001,000,00000008,00133888,01,0000013791874960,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00266649,00000000,010,00096814,00037010,00000000,001024,001,000,00000008,00133824,01,0000014574320070,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00266893,00000000,010,00096708,00036998,00000000,001024,001,000,00000008,00133706,01,0000014319950596,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00266713,00000000,010,00096681,00037105,00000000,001024,001,000,00000008,00133786,01,0000014239944585,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00266789,00000000,010,00096806,00036628,00000000,001024,001,000,00000008,00133434,01,0000014263972524,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00266922,00000000,010,00096607,00037095,00000000,001024,001,000,00000008,00133702,01,0000014576539492,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00266896,00000000,010,00096962,00037086,00000000,001024,001,000,00000008,00134048,01,0000014564348935,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00266847,00000000,010,00096656,00037131,00000000,001024,001,000,00000008,00133787,01,0000014239566823,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00266670,00000000,010,00096708,00036792,00000000,001024,001,000,00000008,00133500,01,0000014264286459,00000000,00000000,002,001,016,016,0,0.99,050
000,00000000,00266421,00265579,010,00096446,00037418,00000000,001024,001,001,00000008,00133864,01,0000014184466348,00000000,00000000,002,001,016,016,0,0.99,050
001,00000000,00266696,00254399,010,00096590,00037132,00000000,001024,001,001,00000008,00133722,01,0000014568945779,00000000,00000000,002,001,016,016,0,0.99,050
002,00000000,00266506,00379863,010,00096601,00037228,00000000,001024,001,001,00000008,00133829,01,0000014518900918,00000000,00000000,002,001,016,016,0,0.99,050
003,00000000,00266568,00246414,010,00096608,00037079,00000000,001024,001,001,00000008,00133687,01,0000014562637378,00000000,00000000,002,001,016,016,0,0.99,050
004,00000000,00266431,00265993,010,00096651,00037062,00000000,001024,001,001,00000008,00133713,01,0000013772724534,00000000,00000000,002,001,016,016,0,0.99,050
