tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate,zipfian,readRatio
005,00000000,00247511,00227089,010,00123889,00000000,00000000,001024,001,001,00000008,00123889,01,0000014012307610,00000000,00000000,002,001,016,016,0,0.99,050
006,00000000,00247288,00210495,010,00124394,00000000,00000000,001024,001,001,00000008,00124394,01,0000014010012732,00000000,00000000,002,001,016,016,0,0.99,050
007,00000000,00247383,00268900,010,00124278,00000000,00000000,001024,001,001,00000008,00124278,01,0000013951000566,00000000,00000000,002,001,016,016,0,0.99,050
008,00000000,00247961,00000000,010,00124115,00000000,00000000,001024,001,001,00000008,00124115,01,0000013942113505,00000000,00000000,002,001,016,016,0,0.99,050
009,00000000,00247401,00000000,010,00124282,00000000,00000000,001024,001,001,00000008,00124282,01,0000013937909446,00000000,00000000,002,001,016,016,0,0.99,050
010,00000000,00247703,00000000,010,00124249,00000000,00000000,001024,001,001,00000008,00124249,01,0000013924701749,00000000,00000000,002,001,016,016,0,0.99,050
011,00000000,00247509,00000000,010,00124508,00000000,00000000,001024,001,001,00000008,00124508,01,0000013925316240,00000000,00000000,002,001,016,016,0,0.99,050
012,00000000,00247723,00000000,010,00124206,00000000,00000000,001024,001,001,00000008,00124206,01,0000013911320568,00000000,00000000,002,001,016,016,0,0.99,050
013,00000000,00247522,00000000,010,00124289,00000000,00000000,001024,001,001,00000008,00124289,01,0000013951778517,00000000,00000000,002,001,016,016,0,0.99,050
014,00000000,00247560,00000000,010,00123916,00000000,00000000,001024,001,001,00000008,00123916,01,0000014032789150,00000000,00000000,002,001,016,016,0,0.99,050
015,00000000,00247246,00000000,010,00124338,00000000,00000000,001024,001,001,00000008,00124338,01,0000013985559993,00000000,00000000,002,001,016,016,0,0.99,050
